,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,-15.0,-8.0,7.0,27.0,64.0,-56.0,-216.0,49.0,189.0,729.0,-512.0,448.0,1728.0,-392.0,-1512.0,-5832.0,343.0,1323.0,5103.0,19683.0,4096.0,-3584.0,-13824.0,3136.0,12096.0,46656.0,-2744.0,-10584.0,-40824.0,-157464.0,2401.0,9261.0,35721.0,137781.0,531441.0
1,-21.338081054514305,-6.58102262940584,6.814745173748364,25.793149074450582,43.30985884875176,-44.84799220207222,-169.7452977425976,46.44075178312663,175.7737381708842,665.286539176831,-285.0231611600081,295.14565156525396,1117.0976456792669,-305.6276384113759,-1156.770948557846,-4378.265769361819,316.48188907930796,1197.8532338717418,4533.7582320150605,17159.83488221331,1875.7438734988011,-1942.3602119216675,-7351.644885471242,2011.3424045571307,7612.735789498444,28813.466105723106,-2082.7744738280344,-7883.099238816898,-29836.765521146128,-112929.26167671348,2156.743426181979,8163.064544386324,30896.407030566555,116939.90194588197,442606.179209885
2,-24.016203173967384,-5.3171301992051205,6.585408015244664,24.721766346566326,28.271873555299084,-35.01547183194486,-131.44885041902066,43.36759872724867,162.8029182496837,611.1657312942194,-150.3252326689894,186.18182271705027,698.9306522137714,-230.59116885966344,-865.6443131441156,-3249.647766583776,285.5933322603377,1072.1236427466888,4024.775705507819,15109.096408084031,799.2988343268197,-989.9529921118818,-3716.305278035975,1226.083267613724,4602.743519188752,17278.800276482067,-1518.5369316530634,-5700.620998130221,-21400.25644878272,-80337.03279412522,1880.7486193676605,7060.371630277352,26504.790190613192,99499.56458890095,373523.55110839795
3,-24.099162213250338,-4.196172862676278,6.343043444923238,23.76849683046603,17.607866693460828,-26.61650677036354,-99.73672138660868,40.23420014418365,150.7646080161663,564.9414415798738,-73.88565238872181,111.68746340903891,418.5125236947921,-168.82965879650942,-632.6343568094634,-2370.591946158682,255.2072794862937,956.3064586033651,3583.4481077787023,13427.80886359014,310.0369694946871,-468.6599030581588,-1756.1508946182491,708.4384326568082,2654.6431200405323,9947.413592950006,-1070.893860537826,-4012.8272099934957,-15036.767704669646,-56345.40715860093,1618.7908612422277,6065.89341358183,22729.967030268275,85173.17499187757,319158.83241434593
4,-22.400819646179123,-3.2046747530785193,6.109338694565358,22.916338721749028,10.26994027301887,-19.578443472479282,-73.43941213458479,37.324019284913554,140.00367489054779,525.1585804099338,-32.91181830856789,62.7425435008293,235.34942994863212,-119.61134228577824,-448.6662422599515,-1682.9624440022708,228.02507525402604,855.3298683901719,3208.3716360814224,12034.711911306918,105.47167321137489,-201.0694451010384,-754.2183763078029,383.3154488050667,1437.8293791290773,5393.347254673398,-730.7462017354067,-2741.0540347839565,-10281.787580643357,-38567.337422738616,1393.082415580599,5225.499861573573,19601.028982858195,73524.13115769398,275791.534578177
5,-19.522119668668278,-2.3287358651212466,5.898942809389939,22.149969061188894,5.423010729502001,-13.737079686525437,-51.581427364116564,34.79752626845327,130.66140072170984,490.62112941162525,-12.628759582728645,31.990030148040315,120.11951987696473,-81.03424743884582,-304.27589004762484,-1142.527020247144,205.26861736584993,770.7641302521478,2894.1459834774773,10867.242837233052,29.409045372293825,-74.49633053205143,-279.72663403863226,188.70735831394978,708.578178045593,2660.643648919633,-478.0163912437047,-1794.9060736671604,-6739.701550620604,-25306.93815004658,1210.8678344036953,4546.693523886597,17072.40163855924,64105.24399259023,240709.09262513873
6,-15.894532964376848,-1.5546463595161295,5.721378317413739,21.456290181562952,2.416925303156755,-8.894719972581788,-33.356943419488516,32.73416985097207,122.75955341693158,460.37238835543474,-3.7574641237750663,13.828144024289685,51.85825065169334,-50.89005799059637,-190.84769281545852,-715.7162575785223,187.28456962389015,702.3538471750261,2633.9646006727617,9877.8835561334,5.84152792103937,-21.49787376622668,-80.62124058652999,79.11604339064537,296.7006708576052,1112.6856742909583,-291.1612743593259,-1091.911851602802,-4094.883477530265,-15356.61571026703,1071.5258758322889,4018.4320723793176,15069.90795512448,56515.10879999936,211942.73596008722
7,-11.820037251791558,-0.8692810569930582,5.582531270549649,20.824523287303478,0.7556495560469686,-4.852788683560199,-18.102363614563725,31.164655386664677,116.25355244566103,433.66077014344484,-0.656871844796844,4.218437276209162,15.736041776940633,-27.090844575344274,-101.05701094916215,-376.9730926467175,173.97766323195913,648.9890918403863,2420.924810136424,9030.778806642127,0.5710062515539807,-3.667007614322017,-13.679043028745875,23.54955800728993,87.84694529444674,327.6955684338806,-151.23548698745972,-564.153923731976,-2104.4640778561097,-7850.28494650838,971.2357453695677,3623.001899444575,13514.88845623606,50414.60508549672,188061.6635614057
8,-7.504377986730704,-0.26033287452193854,5.48577374572805,20.246064794123633,0.0677732055568554,-1.4281272482023653,-5.270716245611625,30.09371358931916,111.0653307019124,409.9031396478524,-0.017643593418182384,0.37178847170762774,1.3721407110095543,-7.834382963747382,-28.91395680135857,-106.71126262009302,165.0873039197465,609.2792752251546,2248.6358817716873,8298.925524625129,0.004593207391451775,-0.09678876155376515,-0.3572133355456938,2.03954743705806,7.527253487900833,27.780449741754307,-42.9776523765045,-158.61542510600785,-585.3938428547973,-2160.4831372691465,905.6315975959727,3342.368251846368,12335.507683925167,45526.02776074091,168020.58389316683
9,-3.0832153045187307,0.28356775080254304,5.432789857923724,19.71423920119508,0.08041066929521315,1.5405640005942978,5.590322469066212,29.515205640358875,107.10331878893493,388.6512272819369,0.0228018726325707,0.4368542686158926,1.5852351688140247,8.369560477911099,30.371047212466028,110.20895436698679,160.34990985747478,581.8698240664971,2111.460445846915,7661.963260474139,0.006465875736504135,0.12387778237989863,0.4495215713136826,2.3733374399271074,8.612249547556836,31.251705308146548,45.470063279674655,164.99951727040803,598.7420895373443,2172.685688504371,871.1473639926724,3161.176478820327,11471.120895604223,41625.83629328809,151049.77646775576
10,1.3580061242452688,0.772811957750078,5.424172412211641,19.22402485049252,0.5972383220415084,4.191865301055242,14.856556280545275,29.421646357397854,104.27442524571255,369.5631314523539,0.46155291690026967,3.239523629933122,11.481324344592412,22.73740012169109,80.58452271740327,285.6028071299431,159.58808249364458,565.6024607170191,2004.5741421944026,7104.490822865885,0.35669361331495647,2.503542598626255,8.872904744308093,17.571734702190955,62.276682765592064,220.71726451700926,123.33157846549442,437.10434497498113,1549.1588672844396,5490.435461636448,865.6332743797825,3067.9252637002737,10873.155760323694,38535.98312419992,136576.9081288698
11,5.769248507571657,1.2168233866862364,5.459847363625748,18.77179482736809,1.480659154386562,6.643669959797002,22.841958956017212,29.80993323409103,102.49113449872912,352.38028104080337,1.8017006867686352,8.0841729805058,27.794629855408875,36.27342391479724,124.71360938605812,428.7845669775181,162.75768537801147,559.5859504878981,1923.9425484343305,6614.810336908266,2.1923515314687285,9.837010744696432,33.821155632349004,44.1383505347091,151.75443653900766,521.755088948375,198.04735793088489,680.9172714147209,2341.0982875756104,8049.055916443841,888.632119420965,3055.253876493359,10504.432650836583,36115.85477885295,124171.86246639557
12,10.124944085247595,1.6241020069483696,5.5393704238202,18.35509195724689,2.637707328973722,8.996502622556827,29.810541685486555,30.684624692293983,101.67565351447347,336.90940075898953,4.283905766728645,14.611237964810813,48.415360579616745,49.834960545212155,165.13163293064338,547.1752339324474,169.9735024865163,563.2191079006647,1866.2659700713336,6184.003032192199,6.957499953321686,23.730140902649453,78.63148428448453,80.93705943767188,268.1906164533194,888.6683955821316,276.05430651639483,914.7252834931398,3031.006307492298,10043.451735558152,941.5461925069377,3119.87926843534,10337.93851759526,34255.483497339905,113507.94431978141
13,14.415916003544577,2.002287206652187,5.662129358359651,17.972444864453482,4.009154057923017,11.337209176653284,35.985996424357005,32.05970887079827,101.7623077085222,323.00877440582036,8.027477879676958,22.700348893552643,72.05430025912136,64.192744920993,203.7573668441772,646.7563366291764,181.5262188178102,576.1913500508521,1828.917464570965,5805.2573887433,16.073316260160595,45.45261817610158,144.27340359311407,128.53231191519143,407.9807688932325,1294.991938653835,363.46762561084677,1153.700568790473,3662.018041333197,11623.79260080379,1027.824932880341,3262.469959155812,10355.567270163954,32870.11829363772,104334.66834315016
14,18.643351940834116,2.3582305888151756,5.827476322405196,17.623224980923528,5.5612515100235695,13.742532919092099,41.559628223585605,33.959480288193184,102.69892630075161,310.5780587282471,13.114713423032166,32.408061497602496,98.00718653664606,80.08428519588317,242.18774944090782,732.4146783077883,197.89806730063177,598.4755613540663,1809.88628349743,5473.387003106378,30.92751835773943,76.42568194784954,231.12354521443356,188.85721103233,571.1345589678542,1727.202698082653,466.6892757757541,1411.3433754434925,4268.1291960206545,12907.508655148884,1153.2463014441814,3487.6021633289793,10547.069463327212,31896.03316396275,96458.73056340648
15,22.81421408887846,2.6980717666152425,6.034807581588474,17.30754102710236,7.279591257806295,16.282343952839472,46.696987794759856,36.418902546797725,104.44767980901089,299.55097640483143,19.640859645186307,43.93093251347461,125.99182435501812,98.26081273262689,281.8073359811612,808.2100320999044,219.7810692025467,630.3216499907443,1807.7325034801067,5184.490813835191,52.992448880729846,118.52880869568543,339.9349841166211,265.11472459856816,760.3364168358268,2180.6086691039504,592.985097651902,1700.6530477263618,4877.392029232366,13988.12828908481,1326.3364627131498,3803.8698722034997,10909.31781748566,31287.40447000841,89730.78746508788
16,26.93762225164675,3.0273124898939114,6.283602518094781,17.026165986945824,9.164620911467674,19.022428384557166,51.543524947287985,39.48366060540708,106.9856594690725,289.8903282150308,27.744171350429014,57.586835036682366,156.03835684608333,119.52937889748105,323.87902315026,877.5886113048082,248.09962920373565,672.2553592398948,1821.5555963432905,4935.720846199319,83.99027645091059,174.33334496000884,472.37686658267125,361.8527816456061,980.4830119974214,2656.734963991699,751.0751062265172,2035.1270454250518,5514.418007846196,14941.969364328945,1558.959454802975,4224.185468122515,11445.931332032342,31014.10793779095,84036.4023926183
17,31.021862700581565,3.350885793535952,6.57342984672809,16.780491230159768,11.228435601321067,22.026812688206366,56.229509671696995,43.209979949855686,110.30538189509119,281.5848859254689,37.625205340100074,73.80933371378818,188.4186651363819,144.79170795294473,369.6207371428188,943.5587939220953,284.0377718789037,725.0846896039328,1850.9784935300017,4725.13270881787,126.07776605301437,247.32664777188694,631.3694282425098,485.1804772013291,1238.5568770881582,3161.7577579194663,951.7781346166239,2429.6759855042433,6202.4175381102605,15833.38006654985,1867.1023672669303,4766.293340048064,12167.277275021912,31060.328377894533,79290.04798165933
18,35.07176108662543,3.6732177730546014,6.90392594916512,16.5725024680788,13.492528808284206,25.359623500326176,60.87441060973829,47.6641935115555,114.41532983197222,274.64783805447786,49.56099662204077,93.15141975937127,223.6049669759143,175.08096274495946,420.27242304870464,1008.84132007273,329.0700624304558,789.9149646092391,1896.1483360264094,4551.60197401034,182.04833364237922,342.1654506453921,821.3497388392157,643.1105040782958,1543.7521338672245,3705.693867083018,1208.7460018997372,2901.529687204453,6964.965768240115,16719.02526680519,2271.8753431070095,5453.514421799573,13090.86770055899,31423.922978641178,75431.4349479987
19,39.08622099130761,3.9982801989611394,7.274747866637488,16.40477241440184,15.986244549404729,29.08648034761146,65.5908767129668,52.921956523146676,119.3405831243433,269.11655796831957,63.91748503763537,116.29589843132722,262.2507035939565,211.59681085677968,477.15709043853775,1076.0034049373098,384.99389031504313,868.1726524870901,1957.7551059568566,4414.7958864174625,255.5600147933724,464.9835879183715,1048.5517953433432,846.0233390119876,1907.8077464943149,4302.163107975611,1539.313448367654,3471.197525718703,7827.6534745623685,17651.590975118033,2800.733482237827,6315.737151553468,14242.17478045829,32116.526956355392,72423.72177271591
20,43.055777347780506,4.329632447084275,7.685501897132884,16.280464943604084,18.745717126844966,33.27539838595428,70.4884292734463,59.06693941083316,125.1235442102746,265.05353877992155,81.16206511625137,144.0702445414834,305.18899052631815,255.73813742310415,541.7389569069886,1147.5844017160584,453.95907489979135,961.6372364040557,2037.0694751348715,4315.194846284719,351.4019105996887,623.7712054261725,1321.3561558756423,1107.2521377439691,2345.530565674088,4968.618661437642,1965.4759403344972,4163.5357810594505,8819.762096508872,18683.207621965157,3488.9033313630352,7390.664804736994,15655.90131574054,33164.438177619246,70253.37841975938
21,46.96005523773358,4.6704514609467225,8.135647321126745,16.203345432543653,21.813116849059373,37.997145916703694,75.6769383476479,66.18875733375678,131.82470386156504,262.54840320633326,101.87710345549091,177.46382565847455,353.4454672657472,309.13137838769245,615.6808807391155,1226.2195733242484,538.4883862910866,1072.479298829668,2136.0012132117095,4254.16246991497,475.8120666707179,828.8361838118169,1650.749898956306,1443.7830978152722,2875.5076689249668,5726.998997673702,2514.9838704560484,5008.96250805414,9976.089986828601,19868.859322719087,4380.951597386943,8725.31333448748,17377.75254818932,34610.36550200165,68931.66402619534
22,50.76506453814555,5.023548433533424,8.624373910973114,16.177791209759317,25.23603886405612,43.32496005067552,81.26991768981722,74.37982535627368,139.5233204466184,261.7209284265658,126.77446350411773,217.64503519546918,408.2633677040716,373.6506551549984,700.902157870992,1314.7677600201882,641.4794253053833,1203.3012848321575,2257.1791470777357,4234.066535309344,636.8576575481509,1093.3503756225261,2050.930801298869,1877.0521633926296,3521.015937233018,6604.799521309665,3222.50296213678,6044.842284487343,11339.048768506671,21270.038310929547,5532.358420029775,10377.720207946888,19466.75694844977,36516.172964446225,68497.84437646359
23,54.42030634732177,5.391370950877247,9.150451517949717,16.20879541688229,29.066880729963035,49.333478501284716,87.38762875929143,83.73076298234828,148.31779662654696,262.7250488663443,156.71033640013636,265.97508289755365,471.139123158889,451.4236032378205,799.6362602304846,1416.448196525814,766.1742872309168,1357.174807280344,2404.052822202454,4258.456567964977,844.8835553698965,1433.9703355910385,2540.085782420612,2433.7921010367218,4311.135704674754,7636.59766017174,4130.729795485845,7317.032831233673,12961.140549996771,22958.919036098796,7010.840669606185,12418.762275401537,21998.168796153746,38966.80036645807,69024.45130182299
24,57.85572972206364,5.77598912265397,9.712049802072913,16.30195519947754,33.362050345016975,56.096694015446786,94.15991591017459,94.32391135794451,158.32540076848733,265.7537433257728,192.69883990225216,324.0138944500687,543.8666500871809,544.8138860096648,914.4857926786133,1534.9907307542385,916.078524634668,1537.664177196702,2581.0135902672073,4332.305617790202,1113.0264032234472,1871.5007299323481,3141.3678550778095,3146.8390794626634,5282.0599913332635,8866.08976421115,5291.259593786739,8881.531561782818,14907.90642280546,25023.350124368888,8897.000253861373,14933.87106779784,25066.93252850213,42075.567917778695,70625.05209166073
25,60.97865447559669,6.179064443950027,10.306527302761006,16.46343448510986,38.18083740248746,63.68469639709071,101.72862265224306,106.22450504255806,169.68083701800188,271.0446750455046,235.9218548339476,393.51184313101567,628.5877151624845,656.368062184661,1048.4688268376149,1674.8025142956667,1094.805761443399,1748.8201794813767,2793.529343624478,4462.326250149557,1457.7763447551856,2431.5350381640997,3884.0840006642957,4055.740555189619,6478.556448502305,10348.712666722462,6764.875353566543,10806.07258989568,17261.397840321068,27573.00146960398,11283.645471536445,18024.262927444215,28791.586451129715,45991.08733099354,73465.2158705232
